,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
10,0.7692,0.2224,0.5715,0.75,0.1001,0.3749,0.5715,0.6667,0.7,0.5715,0.0,0.2224,0.1001,0.1001,0.1538,0.2224,0.6667,0.0832,0.1001,0.1001,0.2143,0.1001,0.5715,0.0832,0.0832,0.0,0.2143,0.75,0.6251,0.0832,0.1001,0.7,0.0,0.7857,0.6667,0.5715,0.7,0.5715,0.3749,0.5715
11,0.6153,0.0,0.2856,0.5832,0.1001,0.1248,0.2856,0.4443,0.4999,0.2856,0.1819,0.0,0.1001,0.1001,0.3077,0.0,0.4443,0.25,0.1001,0.1001,0.3572,0.1001,0.2856,0.25,0.25,0.1819,0.3572,0.5832,0.3749,0.25,0.1001,0.4999,0.1819,0.6428,0.4443,0.2856,0.4999,0.2856,0.1248,0.2856
12,0.6923,0.1112,0.4285,0.6666,0.0,0.2499,0.4285,0.5555,0.6,0.4285,0.091,0.1112,0.0,0.0,0.2308,0.1112,0.5555,0.1666,0.0,0.0,0.2857,0.0,0.4285,0.1666,0.1666,0.091,0.2857,0.6666,0.5,0.1666,0.0,0.6,0.091,0.7143,0.5555,0.4285,0.6,0.4285,0.2499,0.4285
13,0.6923,0.1112,0.4285,0.6666,0.0,0.2499,0.4285,0.5555,0.6,0.4285,0.091,0.1112,0.0,0.0,0.2308,0.1112,0.5555,0.1666,0.0,0.0,0.2857,0.0,0.4285,0.1666,0.1666,0.091,0.2857,0.6666,0.5,0.1666,0.0,0.6,0.091,0.7143,0.5555,0.4285,0.6,0.4285,0.2499,0.4285
14,0.923,0.4445,0.857,0.9166,0.3,0.6248,0.857,0.8888,0.8999,0.857,0.1817,0.4445,0.3,0.3,0.0,0.4445,0.8888,0.0834,0.3,0.3,0.0715,0.3,0.857,0.0834,0.0834,0.1817,0.0715,0.9166,0.8749,0.0834,0.3,0.8999,0.1817,0.9285,0.8888,0.857,0.8999,0.857,0.6248,0.857
15,0.6153,0.0,0.2856,0.5832,0.1001,0.1248,0.2856,0.4443,0.4999,0.2856,0.1819,0.0,0.1001,0.1001,0.3077,0.0,0.4443,0.25,0.1001,0.1001,0.3572,0.1001,0.2856,0.25,0.25,0.1819,0.3572,0.5832,0.3749,0.25,0.1001,0.4999,0.1819,0.6428,0.4443,0.2856,0.4999,0.2856,0.1248,0.2856
16,0.3077,0.4443,0.2856,0.25,0.4999,0.3749,0.2856,0.0,0.1001,0.2856,0.5454,0.4443,0.4999,0.4999,0.6153,0.4443,0.0,0.5832,0.4999,0.4999,0.6428,0.4999,0.2856,0.5832,0.5832,0.5454,0.6428,0.25,0.1248,0.5832,0.4999,0.1001,0.5454,0.3572,0.0,0.2856,0.1001,0.2856,0.3749,0.2856
17,0.846,0.3333,0.7141,0.8332,0.1999,0.4997,0.7141,0.7776,0.7999,0.7141,0.0908,0.3333,0.1999,0.1999,0.077,0.3333,0.7776,0.0,0.1999,0.1999,0.143,0.1999,0.7141,0.0,0.0,0.0908,0.143,0.8332,0.7499,0.0,0.1999,0.7999,0.0908,0.857,0.7776,0.7141,0.7999,0.7141,0.4997,0.7141
18,0.6923,0.1112,0.4285,0.6666,0.0,0.2499,0.4285,0.5555,0.6,0.4285,0.091,0.1112,0.0,0.0,0.2308,0.1112,0.5555,0.1666,0.0,0.0,0.2857,0.0,0.4285,0.1666,0.1666,0.091,0.2857,0.6666,0.5,0.1666,0.0,0.6,0.091,0.7143,0.5555,0.4285,0.6,0.4285,0.2499,0.4285
19,0.6923,0.1112,0.4285,0.6666,0.0,0.2499,0.4285,0.5555,0.6,0.4285,0.091,0.1112,0.0,0.0,0.2308,0.1112,0.5555,0.1666,0.0,0.0,0.2857,0.0,0.4285,0.1666,0.1666,0.091,0.2857,0.6666,0.5,0.1666,0.0,0.6,0.091,0.7143,0.5555,0.4285,0.6,0.4285,0.2499,0.4285
20,1.0,0.5557,1.0,1.0,0.4,0.7499,1.0,1.0,1.0,1.0,0.2727,0.5557,0.4,0.4,0.077,0.5557,1.0,0.1668,0.4,0.4,0.0,0.4,1.0,0.1668,0.1668,0.2727,0.0,1.0,1.0,0.1668,0.4,1.0,0.2727,1.0,1.0,1.0,1.0,1.0,0.7499,1.0
21,0.6923,0.1112,0.4285,0.6666,0.0,0.2499,0.4285,0.5555,0.6,0.4285,0.091,0.1112,0.0,0.0,0.2308,0.1112,0.5555,0.1666,0.0,0.0,0.2857,0.0,0.4285,0.1666,0.1666,0.091,0.2857,0.6666,0.5,0.1666,0.0,0.6,0.091,0.7143,0.5555,0.4285,0.6,0.4285,0.2499,0.4285
22,0.4615,0.2221,0.0,0.4166,0.3,0.1251,0.0,0.2221,0.3,0.0,0.3637,0.2221,0.3,0.3,0.4615,0.2221,0.2221,0.4166,0.3,0.3,0.5,0.3,0.0,0.4166,0.4166,0.3637,0.5,0.4166,0.1251,0.4166,0.3,0.3,0.3637,0.5,0.2221,0.0,0.3,0.0,0.1251,0.0
23,0.846,0.3333,0.7141,0.8332,0.1999,0.4997,0.7141,0.7776,0.7999,0.7141,0.0908,0.3333,0.1999,0.1999,0.077,0.3333,0.7776,0.0,0.1999,0.1999,0.143,0.1999,0.7141,0.0,0.0,0.0908,0.143,0.8332,0.7499,0.0,0.1999,0.7999,0.0908,0.857,0.7776,0.7141,0.7999,0.7141,0.4997,0.7141
24,0.846,0.3333,0.7141,0.8332,0.1999,0.4997,0.7141,0.7776,0.7999,0.7141,0.0908,0.3333,0.1999,0.1999,0.077,0.3333,0.7776,0.0,0.1999,0.1999,0.143,0.1999,0.7141,0.0,0.0,0.0908,0.143,0.8332,0.7499,0.0,0.1999,0.7999,0.0908,0.857,0.7776,0.7141,0.7999,0.7141,0.4997,0.7141
25,0.7692,0.2224,0.5715,0.75,0.1001,0.3749,0.5715,0.6667,0.7,0.5715,0.0,0.2224,0.1001,0.1001,0.1538,0.2224,0.6667,0.0832,0.1001,0.1001,0.2143,0.1001,0.5715,0.0832,0.0832,0.0,0.2143,0.75,0.6251,0.0832,0.1001,0.7,0.0,0.7857,0.6667,0.5715,0.7,0.5715,0.3749,0.5715
26,1.0,0.5557,1.0,1.0,0.4,0.7499,1.0,1.0,1.0,1.0,0.2727,0.5557,0.4,0.4,0.077,0.5557,1.0,0.1668,0.4,0.4,0.0,0.4,1.0,0.1668,0.1668,0.2727,0.0,1.0,1.0,0.1668,0.4,1.0,0.2727,1.0,1.0,1.0,1.0,1.0,0.7499,1.0
27,0.077,0.7776,0.7141,0.0,0.7999,0.7499,0.7141,0.3333,0.1999,0.7141,0.8181,0.7776,0.7999,0.7999,0.846,0.7776,0.3333,0.8332,0.7999,0.7999,0.857,0.7999,0.7141,0.8332,0.8332,0.8181,0.857,0.0,0.4997,0.8332,0.7999,0.1999,0.8181,0.143,0.3333,0.7141,0.1999,0.7141,0.7499,0.7141
28,0.3845,0.3333,0.143,0.3332,0.4,0.2501,0.143,0.1109,0.1999,0.143,0.4546,0.3333,0.4,0.4,0.5385,0.3333,0.1109,0.5,0.4,0.4,0.5715,0.4,0.143,0.5,0.5,0.4546,0.5715,0.3332,0.0,0.5,0.4,0.1999,0.4546,0.4285,0.1109,0.143,0.1999,0.143,0.2501,0.143
29,0.846,0.3333,0.7141,0.8332,0.1999,0.4997,0.7141,0.7776,0.7999,0.7141,0.0908,0.3333,0.1999,0.1999,0.077,0.3333,0.7776,0.0,0.1999,0.1999,0.143,0.1999,0.7141,0.0,0.0,0.0908,0.143,0.8332,0.7499,0.0,0.1999,0.7999,0.0908,0.857,0.7776,0.7141,0.7999,0.7141,0.4997,0.7141
30,0.6923,0.1112,0.4285,0.6666,0.0,0.2499,0.4285,0.5555,0.6,0.4285,0.091,0.1112,0.0,0.0,0.2308,0.1112,0.5555,0.1666,0.0,0.0,0.2857,0.0,0.4285,0.1666,0.1666,0.091,0.2857,0.6666,0.5,0.1666,0.0,0.6,0.091,0.7143,0.5555,0.4285,0.6,0.4285,0.2499,0.4285
31,0.2308,0.5555,0.4285,0.1666,0.6,0.5,0.4285,0.1112,0.0,0.4285,0.6363,0.5555,0.6,0.6,0.6923,0.5555,0.1112,0.6666,0.6,0.6,0.7143,0.6,0.4285,0.6666,0.6666,0.6363,0.7143,0.1666,0.2499,0.6666,0.6,0.0,0.6363,0.2857,0.1112,0.4285,0.0,0.4285,0.5,0.4285
32,0.7692,0.2224,0.5715,0.75,0.1001,0.3749,0.5715,0.6667,0.7,0.5715,0.0,0.2224,0.1001,0.1001,0.1538,0.2224,0.6667,0.0832,0.1001,0.1001,0.2143,0.1001,0.5715,0.0832,0.0832,0.0,0.2143,0.75,0.6251,0.0832,0.1001,0.7,0.0,0.7857,0.6667,0.5715,0.7,0.5715,0.3749,0.5715
33,0.077,1.0,1.0,0.1668,1.0,1.0,1.0,0.5557,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5557,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1668,0.7499,1.0,1.0,0.4,1.0,0.0,0.5557,1.0,0.4,1.0,1.0,1.0
34,0.3077,0.4443,0.2856,0.25,0.4999,0.3749,0.2856,0.0,0.1001,0.2856,0.5454,0.4443,0.4999,0.4999,0.6153,0.4443,0.0,0.5832,0.4999,0.4999,0.6428,0.4999,0.2856,0.5832,0.5832,0.5454,0.6428,0.25,0.1248,0.5832,0.4999,0.1001,0.5454,0.3572,0.0,0.2856,0.1001,0.2856,0.3749,0.2856
35,0.4615,0.2221,0.0,0.4166,0.3,0.1251,0.0,0.2221,0.3,0.0,0.3637,0.2221,0.3,0.3,0.4615,0.2221,0.2221,0.4166,0.3,0.3,0.5,0.3,0.0,0.4166,0.4166,0.3637,0.5,0.4166,0.1251,0.4166,0.3,0.3,0.3637,0.5,0.2221,0.0,0.3,0.0,0.1251,0.0
36,0.2308,0.5555,0.4285,0.1666,0.6,0.5,0.4285,0.1112,0.0,0.4285,0.6363,0.5555,0.6,0.6,0.6923,0.5555,0.1112,0.6666,0.6,0.6,0.7143,0.6,0.4285,0.6666,0.6666,0.6363,0.7143,0.1666,0.2499,0.6666,0.6,0.0,0.6363,0.2857,0.1112,0.4285,0.0,0.4285,0.5,0.4285
37,0.4615,0.2221,0.0,0.4166,0.3,0.1251,0.0,0.2221,0.3,0.0,0.3637,0.2221,0.3,0.3,0.4615,0.2221,0.2221,0.4166,0.3,0.3,0.5,0.3,0.0,0.4166,0.4166,0.3637,0.5,0.4166,0.1251,0.4166,0.3,0.3,0.3637,0.5,0.2221,0.0,0.3,0.0,0.1251,0.0
38,0.5385,0.1109,0.143,0.5,0.1999,0.0,0.143,0.3333,0.4,0.143,0.2727,0.1109,0.1999,0.1999,0.3845,0.1109,0.3333,0.3332,0.1999,0.1999,0.4285,0.1999,0.143,0.3332,0.3332,0.2727,0.4285,0.5,0.2501,0.3332,0.1999,0.4,0.2727,0.5715,0.3333,0.143,0.4,0.143,0.0,0.143
39,0.4615,0.2221,0.0,0.4166,0.3,0.1251,0.0,0.2221,0.3,0.0,0.3637,0.2221,0.3,0.3,0.4615,0.2221,0.2221,0.4166,0.3,0.3,0.5,0.3,0.0,0.4166,0.4166,0.3637,0.5,0.4166,0.1251,0.4166,0.3,0.3,0.3637,0.5,0.2221,0.0,0.3,0.0,0.1251,0.0
